"","Genus_Species","X","Order","Suborder","Family","Genus","Species","Gill_Presence","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Activity_Period","Adult_Habitat","Development","Life_History","Larval_Habitat"
"224","Eurycea_tynerensis",259,"Caudata","Salamandroidea","Plethodontidae","Eurycea","tynerensis","no",41,0.97,0.989898299249129,1.79,1.68,1.735,1.24,1.18,1.21,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"225","Eurycea_wilderae",260,"Caudata","Salamandroidea","Plethodontidae","Eurycea","wilderae","no",32,0.68,0.879365934431636,1.89,1.87,1.88,1.48,1.52,1.5,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"226","Eurycea_wilderae",261,"Caudata","Salamandroidea","Plethodontidae","Eurycea","wilderae","no",38,0.93,0.976100007668508,2.1,2.09,2.095,1.65,1.58,1.615,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"227","Eurycea_wilderae",262,"Caudata","Salamandroidea","Plethodontidae","Eurycea","wilderae","no",36,0.77,0.916565645433022,2.02,1.97,1.995,1.62,1.43,1.525,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"228","Gyrinophilus_porphyriticus",263,"Caudata","Salamandroidea","Plethodontidae","Gyrinophilus","porphyriticus","no",98,18.7,2.65428285727551,4.43,4.2,4.315,2.98,2.7,2.84,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"229","Gyrinophilus_porphyriticus",264,"Caudata","Salamandroidea","Plethodontidae","Gyrinophilus","porphyriticus","no",83,9.47,2.11568006045123,4.25,4.19,4.22,2.82,2.83,2.825,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"230","Hemidactylium_scutatum",265,"Caudata","Salamandroidea","Plethodontidae","Hemidactylium","scutatum","no",37,0.77,0.916565645433022,2.41,2.23,2.32,1.68,1.71,1.695,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"231","Hemidactylium_scutatum",266,"Caudata","Salamandroidea","Plethodontidae","Hemidactylium","scutatum","no",36,0.73,0.90041133460937,2.48,2.21,2.345,1.88,1.54,1.71,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"232","Hemidactylium_scutatum",267,"Caudata","Salamandroidea","Plethodontidae","Hemidactylium","scutatum","no",37,0.87,0.954640270936004,2.34,2.33,2.335,1.65,1.57,1.61,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"233","Hydromantes_ambrosii",268,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","ambrosii","no",57,3.65,1.53968172429709,4.13,4.23,4.18,3.24,3.24,3.24,"nocturnal","scansorial","direct development","no free-living","no larva"
"234","Hydromantes_ambrosii",269,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","ambrosii","no",61,3.72,1.54946217899916,4.13,4.27,4.2,3.11,3.36,3.235,"nocturnal","scansorial","direct development","no free-living","no larva"
"235","Hydromantes_ambrosii",270,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","ambrosii","no",59,3.18,1.47053615501837,4.35,4.06,4.205,3.16,2.99,3.075,"nocturnal","scansorial","direct development","no free-living","no larva"
"236","Hydromantes_brunus",271,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","brunus","no",64,3.5,1.51829448593783,4.46,4.23,4.345,2.83,2.86,2.845,"nocturnal","scansorial","direct development","no free-living","no larva"
"237","Hydromantes_brunus",272,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","brunus","no",66,2.96,1.43581087041366,4.65,4.61,4.63,2.66,3.18,2.92,"nocturnal","scansorial","direct development","no free-living","no larva"
"238","Hydromantes_imperialis",273,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","imperialis","no",66.05,4.5,1.65096362444731,4.85,4.89,4.87,3.85,3.61,3.73,"nocturnal","scansorial","direct development","no free-living","no larva"
"239","Hydromantes_imperialis",274,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","imperialis","no",57.05,3.7,1.54668037377204,4.37,4.13,4.25,3.41,3.6,3.505,"nocturnal","scansorial","direct development","no free-living","no larva"
"240","Hydromantes_italicus",275,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","italicus","no",62,3.82,1.56322366478619,3.74,3.91,3.825,2.73,3.19,2.96,"nocturnal","scansorial","direct development","no free-living","no larva"
"241","Hydromantes_italicus",276,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","italicus","no",64,2.75,1.40101966532769,4.32,4.64,4.48,3.11,3.17,3.14,"nocturnal","scansorial","direct development","no free-living","no larva"
"242","Hydromantes_italicus",277,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","italicus","no",57,2.76,1.40271581669993,4.09,4.24,4.165,3.41,3.44,3.425,"nocturnal","scansorial","direct development","no free-living","no larva"
"243","Hydromantes_platycephalus",278,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","platycephalus","no",52,2.16,1.29266081401913,3.7,3.9,3.8,2.67,2.43,2.55,"nocturnal","scansorial","direct development","no free-living","no larva"
"244","Hydromantes_platycephalus",279,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","platycephalus","no",52,2.15,1.29066288067403,3.89,3.71,3.8,2.75,2.65,2.7,"nocturnal","scansorial","direct development","no free-living","no larva"
"245","Hydromantes_platycephalus",280,"Caudata","Salamandroidea","Plethodontidae","Hydromantes","platycephalus","no",60,2.52,1.36081842319067,4.17,3.72,3.945,3.04,2.99,3.015,"nocturnal","scansorial","direct development","no free-living","no larva"
"246","Hynobius_abei",80,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","abei","no",52,3.64,1.53827433619624,3.03,3.05,3.04,2.13,2.08,2.105,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"247","Hynobius_abei",81,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","abei","no",57,4.11,1.60182084371072,2.8,2.97,2.885,2.14,2.22,2.18,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"248","Hynobius_abei",82,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","abei","no",60,3.39,1.50221893814599,3.48,3.55,3.515,2.41,2.39,2.4,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"249","Hynobius_amjiensis",83,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","amjiensis","no",82,12.16,2.29955883157793,3.94,4.25,4.095,2.81,2.47,2.64,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"250","Hynobius_chinensis",84,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","chinensis","no",64,5.77,1.79359866108571,3.21,3.3,3.255,2.18,2.1,2.14,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"251","Hynobius_chinensis",85,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","chinensis","no",66,6.27,1.84397847403283,3.66,3.78,3.72,2.34,2.65,2.495,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"252","Hynobius_chinensis",86,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","chinensis","no",63,4.97,1.70654913198828,3.55,3.14,3.345,2.19,1.96,2.075,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"253","Hynobius_kimurae",87,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","kimurae","no",73,6.85,1.89916861132909,3.51,3.6,3.555,2.56,2.38,2.47,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"254","Hynobius_kimurae",88,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","kimurae","no",75,10.34,2.17858000278168,3.76,3.93,3.845,2.47,2.6,2.535,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"255","Hynobius_kimurae",89,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","kimurae","no",60,6.79,1.89360732440701,3.75,3.86,3.805,2.51,2.52,2.515,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"256","Hynobius_leechii",90,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","leechii","no",60,4.11,1.60182084371072,3.41,3.34,3.375,2.07,2.03,2.05,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"257","Hynobius_leechii",91,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","leechii","no",51,2.85,1.41779993901769,2.66,2.75,2.705,1.95,1.96,1.955,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"258","Hynobius_leechii",92,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","leechii","no",54,2.92,1.429313899763,3.21,3.27,3.24,2.01,2.1,2.055,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"259","Hynobius_lichenatus",93,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","lichenatus","no",65,4.29,1.62487178475566,3.73,3.53,3.63,2.55,2.6,2.575,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"260","Hynobius_lichenatus",94,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","lichenatus","no",60,3.51,1.51973910573027,3.19,3.24,3.215,2.16,2.04,2.1,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"261","Hynobius_lichenatus",95,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","lichenatus","no",64,3.8,1.56049075070788,3.38,3.37,3.375,2.15,2.14,2.145,"NA","terrestrial","metamorphosizing","free-living","lentic water"
"262","Hynobius_naevius",96,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","naevius","no",70,8,2,3.49,3.78,3.635,2.29,2.32,2.305,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"263","Hynobius_nebulosus",97,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nebulosus","no",54,3.34,1.49479678673206,2.98,2.8,2.89,1.92,1.75,1.835,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"264","Hynobius_nebulosus",98,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nebulosus","no",52,3.79,1.55912069666665,2.87,3.06,2.965,1.76,1.69,1.725,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"265","Hynobius_nebulosus",99,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nebulosus","no",47,3.13,1.46278819167892,2.65,2.75,2.7,1.86,1.65,1.755,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"266","Hynobius_nigrescens",100,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nigrescens","no",75,15.9,2.51458145379984,4.55,4.07,4.31,2.84,2.59,2.715,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"267","Hynobius_nigrescens",101,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nigrescens","no",75,11.12,2.23203805984183,4.03,4.08,4.055,2.48,2.37,2.425,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"268","Hynobius_nigrescens",102,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","nigrescens","no",80,11.25,2.24070237327858,4.72,4.59,4.655,3.38,3.56,3.47,"nocturnal","terrestrial","metamorphosizing","free-living","lentic water"
"269","Hynobius_sonani",103,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","sonani","no",66,3.95,1.58075912888041,3.37,3.85,3.61,2.63,2.88,2.755,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"270","Hynobius_sonani",104,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","sonani","no",56,3.27,1.48428028019786,3.29,3.38,3.335,2.67,2.59,2.63,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"271","Hynobius_sonani",105,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","sonani","no",61,2.84,1.416139750217,3.43,3.64,3.535,2.74,2.97,2.855,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"272","Hynobius_tsuensis",106,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","tsuensis","no",69,7.52,1.95917221743112,3.45,3.58,3.515,2.47,2.28,2.375,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"273","Hynobius_tsuensis",107,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","tsuensis","no",71,7.31,1.94076279919189,3.66,3.44,3.55,2.63,2.3,2.465,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"274","Hynobius_tsuensis",108,"Caudata","Cryptobranchoidea","Hynobiidae","Hynobius","tsuensis","no",78,9.12,2.08928785364464,3.68,3.8,3.74,2.34,2.44,2.39,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"275","Ichthyosaura_alpestris",353,"Caudata","Salamandroidea","Salamandridae","Ichthyosaura","alpestris","no",43,2.7,1.39247665008383,3.46,3.16,3.31,2.59,2.07,2.33,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"276","Ichthyosaura_alpestris",354,"Caudata","Salamandroidea","Salamandridae","Ichthyosaura","alpestris","no",47,3.21,1.47514601637881,3.62,3.49,3.555,2.29,2.25,2.27,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"277","Ichthyosaura_alpestris",355,"Caudata","Salamandroidea","Salamandridae","Ichthyosaura","alpestris","no",50,4.35,1.63241190102949,3.84,3.65,3.745,2.53,2.51,2.52,"nocturnal","semiaquatic","metamorphosizing","free-living","lentic water"
"278","Lissotriton_boscai",356,"Caudata","Salamandroidea","Salamandridae","Lissotriton","boscai","no",32,0.87,0.954640270936004,2.67,2.98,2.825,2.03,2.25,2.14,"both","semiaquatic","metamorphosizing","free-living","both"
"279","Lissotriton_boscai",357,"Caudata","Salamandroidea","Salamandridae","Lissotriton","boscai","no",34,0.89,0.961900171607705,2.65,2.54,2.595,1.75,1.69,1.72,"both","semiaquatic","metamorphosizing","free-living","both"
"280","Lissotriton_boscai",358,"Caudata","Salamandroidea","Salamandridae","Lissotriton","boscai","no",29,0.55,0.819321270600646,2.19,2.21,2.2,1.62,1.33,1.475,"both","semiaquatic","metamorphosizing","free-living","both"
"281","Lissotriton_helveticus",359,"Caudata","Salamandroidea","Salamandridae","Lissotriton","helveticus","no",44,2.52,1.36081842319067,3.24,3.65,3.445,2.44,2.39,2.415,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"282","Lissotriton_helveticus",360,"Caudata","Salamandroidea","Salamandridae","Lissotriton","helveticus","no",41,2.87,1.42110870233358,3.23,2.9,3.065,2.06,2.28,2.17,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"283","Lissotriton_helveticus",361,"Caudata","Salamandroidea","Salamandridae","Lissotriton","helveticus","no",45,3.03,1.44704113231843,3.36,3.4,3.38,2.34,2.12,2.23,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"284","Lissotriton_italicus",362,"Caudata","Salamandroidea","Salamandridae","Lissotriton","italicus","no",34,1.75,1.20507113208762,2.82,2.54,2.68,2.01,1.99,2,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"285","Lissotriton_italicus",363,"Caudata","Salamandroidea","Salamandridae","Lissotriton","italicus","no",32,1.04,1.01315940382018,2.6,2.49,2.545,2.21,1.89,2.05,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"286","Lissotriton_montandoni",364,"Caudata","Salamandroidea","Salamandridae","Lissotriton","montandoni","no",52,4.67,1.6714970977474,3.98,3.4,3.69,2.69,2.56,2.625,"both","semiaquatic","metamorphosizing","free-living","both"
"287","Lissotriton_montandoni",365,"Caudata","Salamandroidea","Salamandridae","Lissotriton","montandoni","no",50,3.63,1.53686436809526,3.73,3.58,3.655,2.54,2.6,2.57,"both","semiaquatic","metamorphosizing","free-living","both"
"288","Lissotriton_montandoni",366,"Caudata","Salamandroidea","Salamandridae","Lissotriton","montandoni","no",45,2.33,1.32572050525082,3.74,3.41,3.575,2.73,2.74,2.735,"both","semiaquatic","metamorphosizing","free-living","both"
"289","Lissotriton_vulgaris",367,"Caudata","Salamandroidea","Salamandridae","Lissotriton","vulgaris","no",50,3.62,1.53545180813751,3.69,3.25,3.47,2.84,2.58,2.71,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"290","Lissotriton_vulgaris",368,"Caudata","Salamandroidea","Salamandridae","Lissotriton","vulgaris","no",45,3.3,1.48880555295383,3.68,3.58,3.63,2.63,2.45,2.54,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"291","Liua_shihi",109,"Caudata","Cryptobranchoidea","Hynobiidae","Liua","shihi","no",89,10.92,2.21857550039393,4.37,4.49,4.43,3.23,3.16,3.195,"NA","aquatic","metamorphosizing","free-living","lotic water"
"292","Liua_shihi",110,"Caudata","Cryptobranchoidea","Hynobiidae","Liua","shihi","no",80,7.1,1.92199734277467,4.07,4.48,4.275,3.34,3.37,3.355,"NA","aquatic","metamorphosizing","free-living","lotic water"
"293","Liua_shihi",111,"Caudata","Cryptobranchoidea","Hynobiidae","Liua","shihi","no",83,9.85,2.14360820233555,4.43,4.6,4.515,3.23,3.16,3.195,"NA","aquatic","metamorphosizing","free-living","lotic water"
"294","Lyciasalamandra_luschani",369,"Caudata","Salamandroidea","Salamandridae","Lyciasalamandra","luschani","no",82,6.76,1.89081438919656,5.63,5.75,5.69,4.19,4.12,4.155,"nocturnal","terrestrial","direct development","no free-living","no larva"
"295","Lyciasalamandra_luschani",370,"Caudata","Salamandroidea","Salamandridae","Lyciasalamandra","luschani","no",82,6.8,1.89453647437182,5.49,5.4,5.445,4.12,3.94,4.03,"nocturnal","terrestrial","direct development","no free-living","no larva"
"296","Lyciasalamandra_luschani",371,"Caudata","Salamandroidea","Salamandridae","Lyciasalamandra","luschani","no",73,5.03,1.71338908137514,5.06,5.38,5.22,4,3.96,3.98,"nocturnal","terrestrial","direct development","no free-living","no larva"
"297","Mertensiella_caucasica",372,"Caudata","Salamandroidea","Salamandridae","Mertensiella","caucasica","no",57,3.62,1.53545180813751,3.7,3.49,3.595,2.69,2.6,2.645,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"298","Necturus_alabamensis",315,"Caudata","Salamandroidea","Proteidae","Necturus","alabamensis","yes",112,27.77,3.02825163179757,NA,NA,NA,2.68,2.51,2.595,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"299","Necturus_beyeri",316,"Caudata","Salamandroidea","Proteidae","Necturus","beyeri","yes",113,28.5,3.0545573721448,NA,NA,NA,2.83,2.71,2.77,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"300","Necturus_beyeri",317,"Caudata","Salamandroidea","Proteidae","Necturus","beyeri","yes",127,34.22,3.24658418236549,NA,NA,NA,2.79,2.92,2.855,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"301","Necturus_lewisi",318,"Caudata","Salamandroidea","Proteidae","Necturus","lewisi","yes",156,46,3.58304787101595,NA,NA,NA,3.62,3.46,3.54,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"302","Necturus_lewisi",319,"Caudata","Salamandroidea","Proteidae","Necturus","lewisi","yes",157,66,4.04124002062219,NA,NA,NA,3.4,3.51,3.455,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"303","Necturus_lewisi",320,"Caudata","Salamandroidea","Proteidae","Necturus","lewisi","yes",144,44,3.53034833532606,NA,NA,NA,2.99,2.91,2.95,"nocturnal","aquatic","paedomorphic","free-living","lotic water"
"304","Necturus_maculosus",321,"Caudata","Salamandroidea","Proteidae","Necturus","maculosus","yes",208,92,4.514357435474,NA,NA,NA,3.36,3.86,3.61,"nocturnal","aquatic","paedomorphic","free-living","both"
"305","Necturus_maculosus",322,"Caudata","Salamandroidea","Proteidae","Necturus","maculosus","yes",213,106,4.73262349116337,NA,NA,NA,4.33,5.07,4.7,"nocturnal","aquatic","paedomorphic","free-living","both"
"306","Necturus_maculosus",323,"Caudata","Salamandroidea","Proteidae","Necturus","maculosus","yes",210,168,5.51784835276224,NA,NA,NA,4.49,3.99,4.24,"nocturnal","aquatic","paedomorphic","free-living","both"
"307","Neurergus_crocatus",373,"Caudata","Salamandroidea","Salamandridae","Neurergus","crocatus","no",56,5.39,1.75332700420673,5.28,5.21,5.245,3.76,3.22,3.49,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"308","Neurergus_strauchii",374,"Caudata","Salamandroidea","Salamandridae","Neurergus","strauchii","no",76,7.27,1.93721639969729,4.68,4.95,4.815,3.38,3.29,3.335,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"309","Neurergus_strauchii",375,"Caudata","Salamandroidea","Salamandridae","Neurergus","strauchii","no",80,9.98,2.15299744164666,4.75,5.04,4.895,3.66,3.56,3.61,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"310","Neurergus_strauchii",376,"Caudata","Salamandroidea","Salamandridae","Neurergus","strauchii","no",85,11.05,2.22734466467132,4.79,4.63,4.71,3.46,3.32,3.39,"nocturnal","semiaquatic","metamorphosizing","free-living","lotic water"
"311","Notophthalmus_viridescens",377,"Caudata","Salamandroidea","Salamandridae","Notophthalmus","viridescens","no",47,2.14,1.2886587425421,3.61,3.2,3.405,2.62,2.42,2.52,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"312","Notophthalmus_viridescens",378,"Caudata","Salamandroidea","Salamandridae","Notophthalmus","viridescens","no",39,1.82,1.22092914974679,3.63,3.48,3.555,2.74,2.25,2.495,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"313","Notophthalmus_viridescens",379,"Caudata","Salamandroidea","Salamandridae","Notophthalmus","viridescens","no",43,2.46,1.34993140940949,4.42,3.94,4.18,2.79,2.59,2.69,"both","semiaquatic","metamorphosizing","free-living","lentic water"
"314","Ommatotriton_vittatus",380,"Caudata","Salamandroidea","Salamandridae","Ommatotriton ","vittatus","no",60.43,3.7,1.54668037377204,NA,NA,NA,4.48,4.01,4.245,"NA","semiaquatic","metamorphosizing","free-living","lentic water"
"315","Ommatotriton_vittatus",381,"Caudata","Salamandroidea","Salamandridae","Ommatotriton ","vittatus","no",65.69,3.9,1.57406091663144,4.51,4.31,4.41,3.66,3.89,3.775,"NA","semiaquatic","metamorphosizing","free-living","lentic water"
"316","Ommatotriton_vittatus",382,"Caudata","Salamandroidea","Salamandridae","Ommatotriton ","vittatus","no",61.23,4,1.5874010519682,3.71,3.94,3.825,3.55,3.87,3.71,"NA","semiaquatic","metamorphosizing","free-living","lentic water"
"317","Onychodactylus_fischeri",112,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","fischeri","no",82,8.76,2.0614273577676,4.92,5.04,4.98,3.2,3.59,3.395,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"318","Onychodactylus_fischeri",113,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","fischeri","no",58,3.07,1.45338093345392,3.92,3.81,3.865,2.01,2.55,2.28,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"319","Onychodactylus_fischeri",114,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","fischeri","no",76,6.19,1.83610233543408,4.88,4.9,4.89,3.26,3.55,3.405,"nocturnal","terrestrial","metamorphosizing","free-living","lotic water"
"320","Onychodactylus_japonicus",115,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","japonicus","no",70,6.97,1.91019451067693,4.1,4.09,4.095,2.93,3.07,3,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"321","Onychodactylus_japonicus",116,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","japonicus","no",73,6.24,1.84103281650318,4.07,4.08,4.075,2.98,3.07,3.025,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"322","Onychodactylus_japonicus",117,"Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylus","japonicus","no",72,5.76,1.79256189862287,4,4.2,4.1,2.5,2.44,2.47,"NA","terrestrial","metamorphosizing","free-living","lotic water"
"323","Pachyhynobius_shangchengensis",118,"Caudata","Cryptobranchoidea","Hynobiidae","Pachyhynobius","shangchengensis","no",116,30,3.10723250595386,4.95,5.08,5.015,2.9,2.97,2.935,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"324","Pachyhynobius_shangchengensis",119,"Caudata","Cryptobranchoidea","Hynobiidae","Pachyhynobius","shangchengensis","no",111,30.6,3.12781080437653,4.79,4.55,4.67,2.86,2.76,2.81,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"325","Pachyhynobius_shangchengensis",120,"Caudata","Cryptobranchoidea","Hynobiidae","Pachyhynobius","shangchengensis","no",122,35.32,3.28100504596191,5.06,4.81,4.935,2.83,2.64,2.735,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"326","Pachytriton_brevipes",383,"Caudata","Salamandroidea","Salamandridae","Pachytriton","brevipes","no",74,13.32,2.37047151863899,3.81,3.88,3.845,2.71,2.78,2.745,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"327","Pachytriton_brevipes",384,"Caudata","Salamandroidea","Salamandridae","Pachytriton","brevipes","no",66,7.94,1.99498744765481,3.47,3.52,3.495,2.46,2.61,2.535,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"328","Pachytriton_brevipes",385,"Caudata","Salamandroidea","Salamandridae","Pachytriton","brevipes","no",52,5.1,1.72130062072632,3.74,3.31,3.525,2.49,2.39,2.44,"nocturnal","aquatic","metamorphosizing","free-living","lotic water"
"329","Paradactylodon_mustersi",121,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",96,17.37,2.58980226374103,5.49,5.36,5.425,3.83,3.44,3.635,"NA","aquatic","metamorphosizing","free-living","lentic water"
"330","Paradactylodon_mustersi",122,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",91,12.8,2.33921419057029,5.45,5.59,5.52,3.69,3.18,3.435,"NA","aquatic","metamorphosizing","free-living","lentic water"
"331","Paradactylodon_mustersi",123,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",89,9.52,2.11939700424963,4.72,4.77,4.745,3.44,3.45,3.445,"NA","aquatic","metamorphosizing","free-living","lentic water"
"332","Paradactylodon_mustersi",124,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",61,5.63,1.77897344334582,3.95,3.97,3.96,2.88,2.97,2.925,"NA","aquatic","metamorphosizing","free-living","lentic water"
"333","Paradactylodon_mustersi",125,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",80,8.06,2.00498755182434,4.38,4.65,4.515,2.79,3.15,2.97,"NA","aquatic","metamorphosizing","free-living","lentic water"
"334","Paradactylodon_mustersi",126,"Caudata","Cryptobranchoidea","Hynobiidae","Paradactylodon","mustersi","no",78,8.19,2.01570961425934,4.11,4.31,4.21,3.01,3.09,3.05,"NA","aquatic","metamorphosizing","free-living","lentic water"
"335","Paramesotriton_deloustali",386,"Caudata","Salamandroidea","Salamandridae","Paramesotriton","deloustali","no",108,29.33,3.08392651520642,5.77,5.68,5.725,3.92,3.85,3.885,"NA","aquatic","metamorphosizing","free-living","both"
"336","Paramesotriton_deloustali",387,"Caudata","Salamandroidea","Salamandridae","Paramesotriton","deloustali","no",98,26.42,2.97836283810468,6.49,6.46,6.475,4.45,4.32,4.385,"NA","aquatic","metamorphosizing","free-living","both"
"337","Paramesotriton_hongkongensis",388,"Caudata","Salamandroidea","Salamandridae","Paramesotriton","hongkongensis","no",80,8.09,2.00747204947367,4.77,4.5,4.635,3.39,3.21,3.3,"nocturnal","terrestrial","metamorphosizing","free-living","both"
"338","Paramesotriton_hongkongensis",389,"Caudata","Salamandroidea","Salamandridae","Paramesotriton","hongkongensis","no",78,7.61,1.96695708947976,5.21,5.06,5.135,3.71,3.44,3.575,"nocturnal","terrestrial","metamorphosizing","free-living","both"
